mask_no,layer,sparsity,sm,rm,sw,rw,t1m,t1w,perf,copeland_score,compatibility,overlap_coefs
80000,layer4.1.conv1,0.019293043348524306,-0.15152877303272416,-0.5851659131185238,-1.0,3837504038971623.5,160.64928,4.8625184e-15,0.5988,0,0,0
80000,layer4.1.conv2,0.018718719482421875,0.12756320610834793,-0.4485819786777946,-1.0,2.653493668605926e+16,155.65338,1.0202063e-15,0.5988,0,0,0
80000,layer3.5.conv1,0.11916605631510417,-0.3021323055050493,-0.5031539906960407,-1.0,2943.566959473465,239.10352,0.020816606,0.5988,0,0,0
80000,layer4.2.conv1,0.021073659261067707,0.32812756931284454,-0.35310486488829385,-1.0,557007.2203314725,177.2393,0.09419065,0.5988,0,0,0
80000,layer3.0.conv2,0.11891343858506945,-0.4311073753080212,-0.4820272074388678,1.1495833273696807,7.130829857794544,146.2707,9.417249,0.5988,0,0,0
80000,layer2.0.conv2,0.2412651909722222,-0.1301413366999157,-0.03428066047935432,1.9565376979920777,11.804229106657328,100.1356,7.5146947,0.5988,0,0,0
80000,layer2.3.conv2,0.2408718532986111,-0.08828374698572677,-0.1596872286542609,3.7793373415865417,28.930446753448532,144.60023,4.1104746,0.5988,0,0,0
80000,layer2.3.conv1,0.2413397894965278,0.05393213617191225,0.018129382656663667,3.860907113390458,26.206185737951312,131.97523,4.9018373,0.5988,0,0,0
80000,layer2.2.conv2,0.24049886067708334,0.04842791875457589,-0.03338605197567666,4.195436777889264,31.964295202601992,144.28749,4.0254765,0.5988,0,0,0
80000,layer2.2.conv1,0.24161783854166666,0.09167247360588551,0.03966915662587689,4.095032656603878,27.678900879795272,135.91797,4.862285,0.5988,0,0,0
80000,layer2.1.conv2,0.2413397894965278,0.10648802627973145,0.06561049337700885,4.10747068573966,27.062904940793615,132.7851,5.048707,0.5988,0,0,0
80000,layer2.1.conv1,0.2422417534722222,0.07142012791141827,0.06314573451080621,3.605180708232518,23.732198101114207,125.60678,5.2537856,0.5988,0,0,0
80000,layer2.0.downsample.0,0.5,0.538296694325603,0.49270510354634256,2.866083098337956,10.808047052594965,49.42421,5.8878355,0.5988,0,0,0
80000,layer3.0.conv1,0.18007066514756945,-0.09376883266819644,-0.09822254527951202,2.229047998934998,11.944024072802238,113.229744,7.915747,0.5988,0,0,0
80000,layer2.0.conv1,0.3647596571180556,-0.05186808781120341,-0.009666367355076222,2.0885283524369003,11.187143911996632,104.17964,8.229676,0.5988,0,0,0
80000,layer1.2.conv2,0.369140625,0.40051718844615036,0.4106716658303942,4.328198578211069,24.218167777563874,92.823875,5.158765,0.5988,0,0,0
